0,1,2,3,4,5,6
-1.0426131733449,2.2742426644207487,-0.48100371664149905,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
1.3907597285306963,-0.6340517313390159,0.6401589334747594,-0.1353227031527084,-1.8189894035458565e-12,-0.40594237353925244,0.4409987909879368
-1.033283295562641,2.0058053578819948,1.2418677466291592,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
-1.058554014821985,2.878154695844518,-0.8664231247493601,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
-0.8945082643487113,0.4382418835866773,0.42470836919014504,-0.1353227031527084,-1.8189894035458565e-12,-0.40594237353925244,-1.2269069814342883
-1.0229182982039475,1.7584716705153625,0.875042441616187,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
1.0568577563617658,-0.6166491316489499,0.40793387784603413,-0.1353227031527084,0.0,-0.40594237353925244,0.9309892194834523
-0.14767639074869632,-0.45637860160367977,-1.1160274337364695,-0.1353227031527084,0.0,0.33749475305454885,2.1059353103255103
-0.189094975400412,-0.4436340427687378,-1.2050659191377857,-0.1353227031527084,-1.8189894035458565e-12,0.07198149355676264,0.8846780890561153
0.45262395561130997,-0.566587425153229,-0.6497409211234583,-0.1353227031527084,0.0,-0.40594237353925244,0.3915151692540168
1.4304531138883552,-0.6358196319438076,-1.1070141608747865,-0.1353227031527084,0.0,0.8486077775877872,1.6327172013225175
-0.30803711552986457,-0.39996689174223354,1.063344703403734,-0.1353227031527084,0.0,-0.40594237353925244,1.2030874322494203
1.6046292346163302,-0.4319910331134063,-0.3979864156666853,4.053387015364853,0.0,0.62343210943678,1.1559367427076572
-0.9604384805703863,0.8780310610648949,0.4937996660920171,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
-1.0468364612167511,2.4137518229020407,-0.029742512695043705,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
-0.2598281464567411,-0.41909084227863314,0.7499616469831568,-0.1353227031527084,0.0,0.7092133163514492,1.9321962755939808
4.040155185210909,-0.6367094624810958,0.700465742304966,1.9590321561060722,0.0,-0.2503392540196196,-0.19410076243283267
-0.9631573946578199,0.9032748126386259,-1.9634360715674894,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
0.09099458038829854,-0.5130857115800809,-1.4140758616943954,-0.1353227031527084,0.0,-0.40594237353925244,0.8118236091908804
0.5185127670499275,-0.5738201502617737,-0.2537160488361192,-0.1353227031527084,0.0,-0.40594237353925244,-0.08129502652115549
-1.0333937083174605,2.0087030565946944,0.4757103058473835,-0.1353227031527084,0.0,-0.40594237353925244,-1.2269069814342883
